target_id,kepid,target_name,kepoi_name,kepler_name,mission,class_label,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_time0bk,koi_model_snr,koi_depth,koi_impact,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,source_catalog,dataset_version,selection_seed
KIC 7128918,7128918,K06833.01,K06833.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.11879848,4.11282,137.1575204,1483.2,107660.0,0.983,41.17,5578.0,4.601,0.754,15.758,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7136958,7136958,K03350.01,K03350.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,29.015852933,7.19844,138.402477,1268.8,71432.0,12.223,1183.06,5783.0,4.415,0.941,15.546,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7137213,7137213,K03907.01,K03907.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,28.64338839,1.2246,141.22933,23.1,624.3,0.968,5.82,6507.0,4.002,1.767,12.642,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7220320,7220320,K03775.01,K03775.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.752158047,2.42733,131.793035,510.0,37879.0,1.157,106.66,5770.0,3.844,2.221,14.082,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7222086,7222086,K01701.01,K01701.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.43902575,1.1598,133.58474,20.5,82.5,0.483,2.61,6546.0,3.817,2.784,11.041,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7455553,7455553,K06879.01,K06879.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.258249472,2.6358,134.59656,202.0,1643.5,1.264,79.23,6712.0,3.859,2.361,13.059,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7532973,7532973,Kepler-854 b,K01450.01,Kepler-854 b,Kepler,binary,CONFIRMED,FALSE POSITIVE,0,1,0,0,2.144632238,6.2701,133.984128,334.8,19837.0,1.228,59.19,6296.0,4.24,1.305,13.48,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7661065,7661065,K02307.01,K02307.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.150297119,1.2058,134.9355,24.2,593.4,0.971,3.03,5290.0,4.519,0.858,14.854,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7671594,7671594,K06902.01,K06902.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.705174384,1.11196,131.694866,222.8,375230.0,13.5485,366.76,3354.0,5.031,0.25,15.815,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7812175,7812175,K03665.01,K03665.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.79391159,4.3194,134.035628,247.0,93395.0,0.692,33.3,5780.0,4.438,1.0,16.328,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7816680,7816680,K06920.01,K06920.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.292599454,4.73293,131.7702811,1329.6,140030.0,0.89,64.04,6467.0,4.377,1.174,15.573,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7830637,7830637,K01454.01,K01454.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,121.5991278,15.1596,137.27469,297.0,10537.0,5.011,379.63,6036.0,4.551,0.847,14.6,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7831363,7831363,K03804.01,K03804.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.81753381,2.1551,132.8937,39.3,3836.0,1.373,52.91,6313.0,4.325,1.098,14.248,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7885570,7885570,K06929.01,K06929.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.729338354,6.8524,132.536976,379.7,140160.0,0.887,139.36,5587.0,3.754,2.553,11.679,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7947631,7947631,K06936.01,K06936.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.258274109,1.92467,132.7042523,669.1,14160.0,1.244,25.98,4937.0,4.669,0.587,15.179,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7985167,7985167,K06947.01,K06947.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.692239369,2.91121,131.584611,469.2,62962.0,1.074,67.05,6163.0,4.137,1.358,12.958,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7987749,7987749,K06948.01,K06948.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.030857558,4.24308,145.542727,1947.8,77832.0,1.047,73.8,5575.0,4.066,1.423,14.461,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8016214,8016214,K06953.01,K06953.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.587485742,7.7489,132.138538,996.8,246570.0,0.259,41.52,5863.0,4.566,0.821,14.364,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8052474,8052474,K03640.01,K03640.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,245.4382021,14.502,361.302835,844.7,11312.0,1.001,19.17,5637.0,4.383,0.99,12.777,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8088354,8088354,K06959.01,K06959.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.897829967,3.17788,132.6047388,1305.8,163090.0,0.756,54.35,6318.0,4.366,1.077,13.648,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8094140,8094140,K06961.01,K06961.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.706428634,1.75182,132.1461749,1066.7,372130.0,0.393,47.64,4429.0,4.569,0.736,15.159,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8155368,8155368,K05481.01,K05481.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.718643659,2.51246,131.889141,575.0,124930.0,0.922,50.85,5853.0,4.483,0.934,15.121,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8242350,8242350,K05493.01,K05493.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.993576155,21.2695,131.988507,643.3,2924.0,1.317,101.15,6565.0,3.803,2.467,12.594,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8294484,8294484,K07011.01,K07011.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.012694226,3.6017,132.44896,185.1,108500.0,0.534,42.51,6487.0,4.292,1.233,14.713,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8299947,8299947,K03631.01,K03631.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.682767439,4.58143,131.570648,508.4,394410.0,0.509,70.67,5780.0,4.438,1.0,17.743,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8316503,8316503,K07019.01,K07019.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.065329723,4.90392,134.9819163,5497.0,155610.0,0.725,60.35,6350.0,4.233,1.286,13.955,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8345358,8345358,K07021.01,K07021.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.380632783,4.295,132.5586444,1053.1,65833.0,1.084,46.72,5926.0,4.519,0.913,15.435,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8356054,8356054,K03424.01,K03424.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.081202417,7.20617,134.296431,1524.8,134140.0,0.915,39.24,5431.0,4.623,0.708,15.863,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8411947,8411947,K07034.01,K07034.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.898837525,3.5342,132.13405,445.6,399780.0,0.496,57.14,5284.0,4.518,0.807,15.3,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8494410,8494410,K03685.01,K03685.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,208.86909724,4.5707,273.692419,413.8,21307.0,1.056,29.95,5914.0,4.421,0.987,14.461,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8509346,8509346,K07049.01,K07049.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.099032889,4.82208,135.5223947,2884.0,55374.0,0.891,36.68,6356.0,4.297,1.141,13.745,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8559589,8559589,K03697.01,K03697.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,223.1127475,8.9683,140.947135,224.5,11539.0,1.266,46.33,6211.0,4.389,1.056,14.38,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8559863,8559863,K07058.01,K07058.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,22.470494368,7.39097,143.284831,2393.2,45979.0,0.86,19.12,5315.0,4.636,0.697,12.723,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8574270,8574270,K07063.01,K07063.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.120212531,3.50007,139.6966549,928.2,24616.0,1.199,33.11,5232.0,4.554,0.725,15.166,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8718273,8718273,K05564.01,K05564.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.479508244,3.9097,133.389072,195.7,3000.4,1.252,444.46,4630.0,2.437,12.623,10.565,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8848104,8848104,K07100.01,K07100.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.824851807,1.93637,131.6271509,642.2,30099.0,1.185,78.0,5658.0,3.903,1.654,12.372,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8868907,8868907,K03539.01,K03539.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,157.32263943,21.9232,222.900363,1386.8,153930.0,0.888,56.66,6109.0,4.472,0.989,15.291,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8879915,8879915,K07105.01,K07105.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.721313779,3.54768,132.5318957,742.8,534620.0,0.315,83.69,5960.0,4.371,1.073,15.187,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8892910,8892910,K00132.01,K00132.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.810132734,4.4618,132.95157,806.5,6165.2,0.948,13.95,6211.0,4.269,1.284,13.794,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8906676,8906676,K07108.01,K07108.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.209514329,4.14104,134.0632157,6579.3,141390.0,1.079,149.52,6258.0,3.882,2.111,12.121,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8953257,8953257,K01383.01,K01383.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.221785738,3.3411,136.141517,336.4,46379.0,0.777,25.03,6250.0,4.411,1.041,14.601,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8973000,8973000,K07118.01,K07118.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,28.027891356,17.3269,158.348172,2829.0,243230.0,0.6493,31.3,5231.0,4.721,0.544,14.594,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9001468,9001468,K07120.01,K07120.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.329965871,8.43812,142.727156,1938.7,252720.0,0.705,42.58,5079.0,4.588,0.683,15.2,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9002237,9002237,K01389.01,K01389.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.350087749,2.6428,134.800238,192.2,23593.0,0.986,24.77,6060.0,4.495,0.953,14.855,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9025914,9025914,K03596.01,K03596.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.320287875,4.82219,131.803042,1539.9,243410.0,0.526,59.23,6153.0,4.302,1.127,16.756,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9029486,9029486,K07126.01,K07126.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.138580493,4.16343,132.330622,2387.8,233340.0,0.619,59.24,5593.0,4.311,1.083,13.63,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9049550,9049550,K05606.01,K05606.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,23.81490574,1.9948,135.92167,444.4,79201.0,0.772,63.1,5421.0,3.79,1.89,14.488,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9172506,9172506,K07141.01,K07141.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,50.440285363,12.2001,149.90838,2499.7,85309.0,0.658,51.5,6225.0,4.039,1.646,12.009,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9278021,9278021,K07152.01,K07152.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.359470825,2.14715,133.952372,504.1,2707.8,1.281,129.93,6587.0,3.531,3.514,12.983,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9346253,9346253,K01388.01,K01388.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,34.064566412,9.6114,150.452048,1305.9,28450.0,0.524,15.57,6161.0,4.517,0.892,15.443,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9474222,9474222,K07177.01,K07177.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,13.691790011,5.64674,133.7914664,8326.3,97564.0,0.269,49.2,6295.0,4.158,1.554,13.275,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9528430,9528430,K03489.01,K03489.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,90.08255562,19.7301,173.987561,3571.6,43252.0,0.099,49.2,6523.0,3.835,2.343,12.963,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9588822,9588822,K04388.01,K04388.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,71.76236302,29.435,170.095082,1134.3,8591.9,0.052,25.76,5529.0,3.685,2.817,12.045,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9640921,9640921,K07210.01,K07210.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,80.7060641,6.8899,139.436835,268.1,11852.0,0.956,15.47,6053.0,4.494,0.949,15.395,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9661869,9661869,K03647.01,K03647.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.427232317,3.46429,135.862807,526.6,121810.0,5.499,601.32,6167.0,4.354,1.121,16.677,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9665503,9665503,K07221.01,K07221.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.567974732,5.96595,137.3409726,2341.5,416030.0,0.458,45.65,5290.0,4.669,0.648,15.217,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9761199,9761199,K01459.01,K01459.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.692015479,1.1315,133.114177,163.4,4518.1,1.267,19.31,3752.0,4.747,0.497,15.692,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9762519,9762519,K07228.01,K07228.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.51514595,3.54486,138.0800379,1676.8,117460.0,0.84,35.8,5624.0,4.516,0.777,13.711,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9777990,9777990,K07963.01,K07963.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,14.3400358,5.7,140.9329,8.0,1706.0,0.006,0.68,3358.0,5.149,0.174,18.013,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9847239,9847239,K05722.01,K05722.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,28.507877538,3.13331,132.793009,449.0,24372.0,1.025,27.79,6131.0,4.497,0.945,14.876,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9902856,9902856,K01556.01,K01556.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,135.9121619,5.628,277.33,99.5,10188.0,1.256,40.18,6141.0,4.468,0.959,15.535,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9963009,9963009,K07265.01,K07265.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,40.069674617,9.3564,153.018227,1304.8,41865.0,0.767,27.38,5911.0,4.321,1.207,14.458,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10020423,10020423,K07273.01,K07273.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.448375935,4.23892,137.694513,1837.9,152670.0,0.35,34.37,5636.0,4.489,0.867,15.178,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10031808,10031808,K07278.01,K07278.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.589644815,9.49469,132.0206787,5324.6,269520.0,0.686,140.07,6331.0,3.813,2.194,9.557,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10074700,10074700,K05760.01,K05760.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,365.620697,32.263,238.984,671.1,27188.0,0.4173,12.75,5273.0,4.531,0.768,14.622,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10091257,10091257,K07284.01,K07284.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.70192371,3.0271,131.955498,351.1,49833.0,0.906,40.15,5826.0,4.273,1.262,12.533,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10208759,10208759,K07295.01,K07295.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.287515702,10.0879,132.3567704,3017.9,358580.0,0.346,86.76,6773.0,4.306,1.391,13.99,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10292238,10292238,K03526.01,K03526.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,143.1188694,16.8109,266.359224,1638.0,255710.0,0.703,53.3,5713.0,4.554,0.851,14.996,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10320341,10320341,K05786.01,K05786.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,30.114681501,5.68713,158.5292451,2858.1,87057.0,1.046,56.45,6273.0,4.442,1.044,14.482,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10352938,10352938,K03756.01,K03756.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.47173281,7.1964,136.35537,94.5,6472.7,0.267,13.68,6318.0,4.079,1.685,14.35,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10384962,10384962,K00619.01,K00619.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.879243323,2.6273,170.710636,200.5,48050.0,0.709,21.02,5941.0,4.533,0.885,14.371,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10385682,10385682,K06223.01,K06223.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.103730697,6.93402,132.8744585,5143.6,369230.0,0.539,75.28,6075.0,4.422,1.091,15.001,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10419211,10419211,K00742.01,K00742.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.521446064,3.6399,170.839688,622.1,17984.0,2.483,150.51,5795.0,4.554,0.848,15.472,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10462462,10462462,K08013.01,K08013.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.85581563,10.27,132.1452541,,,,,,,,16.951,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10468514,10468514,K07331.01,K07331.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.84986054,1.3875,132.0547,100.1,6571.5,1.26,67.45,5164.0,3.949,1.676,14.319,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10491554,10491554,K03576.01,K03576.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,22.77196484,8.3476,140.4865,305.2,325450.0,0.603,104.17,6049.0,4.067,1.557,15.018,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10514770,10514770,K01156.01,K01156.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.872421727,1.5261,134.366162,179.0,3018.9,0.917,5.65,5337.0,4.486,0.825,15.29,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10549576,10549576,K07341.01,K07341.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.089355023,6.4006,139.083714,756.4,101480.0,0.647,68.91,7675.0,4.051,2.015,13.015,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10585738,10585738,Kepler-1415 b,K03032.01,Kepler-1415 b,Kepler,binary,CONFIRMED,FALSE POSITIVE,0,1,0,0,0.636424848,0.947,131.68872,18.1,217.9,0.319,1.31,5343.0,4.538,0.885,15.744,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10593759,10593759,K00025.01,K00025.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.132604547,3.6337,136.010454,222.3,9969.2,1.251,48.73,6248.0,4.328,1.181,13.499,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10601579,10601579,K07349.01,K07349.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.098754149,5.62354,134.775324,5402.0,56616.0,1.467,123.02,6328.0,4.16,1.45,11.587,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10666230,10666230,K01295.01,K01295.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.577800747,2.1626,133.307724,79.6,697.7,1.332,31.24,6089.0,4.566,0.802,15.031,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10728219,10728219,K06229.01,K06229.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.371796653,3.4421,134.876289,560.2,366900.0,3.219,306.28,5615.0,4.455,0.912,15.909,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10747445,10747445,K02673.01,K02673.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.593595496,2.7468,134.88971,92.0,45034.0,1.147,44.14,5717.0,4.538,0.884,16.444,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10809677,10809677,K07374.01,K07374.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.521050679,3.5323,134.218545,337.2,4879.8,1.266,256.2,5149.0,3.109,6.619,13.942,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10816107,10816107,K07377.01,K07377.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.161583501,4.0537,131.80273,239.2,50163.0,0.715,29.61,5888.0,4.167,1.219,13.945,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10992733,10992733,K07399.01,K07399.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.525917446,5.9056,144.1948764,2246.9,455660.0,0.415,64.42,5492.0,4.533,0.887,15.124,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11147814,11147814,K03334.01,K03334.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,95.178317934,3.60125,224.596785,2279.1,128580.0,0.761,28.75,4523.0,4.615,0.653,14.401,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11401845,11401845,K05894.01,K05894.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.080695116,7.449,131.86822,198.8,312770.0,0.62,155.22,7796.0,3.937,2.34,14.355,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11455484,11455484,K03673.01,K03673.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.142812722,6.0751,135.16085,316.1,96593.0,0.477,31.9,5780.0,4.438,1.0,16.152,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11501774,11501774,K07451.01,K07451.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.691823991,5.965,131.57,18.0,165.9,0.3501,1.23,5226.0,4.404,0.962,15.247,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11519134,11519134,K03419.01,K03419.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,58.5850357,3.5939,140.799676,656.5,75468.0,1.309,149.98,6379.0,3.925,1.994,13.061,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11548140,11548140,K00256.01,K00256.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.378649746,1.2232,169.780113,172.2,22462.0,0.099,6.51,3440.0,4.82,0.439,15.373,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11564013,11564013,K03714.01,K03714.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.875267982,1.6038,132.03224,44.9,11701.0,1.258,39.19,5821.0,4.402,0.898,15.207,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11656840,11656840,K00774.01,K00774.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.442652004,2.3078,169.9717797,835.6,24446.0,0.137,15.03,6108.0,4.469,0.956,15.27,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11769146,11769146,K06089.01,K06089.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,282.9656538,21.4259,193.502758,1365.9,467860.0,0.426,71.61,5999.0,4.494,0.959,13.974,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
